Genename,identifier
YOR318C,5253
HSH49,5254
GNT1,5255
PMT3,5256
LDB19,5257
PRO2,5258
FRT1,5259
YOR325W,5260
MYO2,5261
SNC2,5262
PDR10,5263
SCD5,5264
MIP1,5265
YOR331C,5266
VMA4,5267
YOR333C,5268
MRS2,5269
ALA1,5270
KRE5,5271
TEA1,5272
YOR338W,5273
UBC11,5274
RPA43,5275
RPA190,5276
YOR342C,5277
YOR343C,5278
TYE7,5279
YOR345C,5280
REV1,5281
PYK2,5282
PUT4,5283
CIN1,5284
MNE1,5285
MEK1,5286
TFB6,5287
SOG2,5288
MSC6,5289
GDS1,5290
CIR2,5291
SNX3,5292
HAP5,5293
VTS1,5294
PDE2,5295
PRT1,5296
PRE10,5297
PIP2,5298
YOR364W,5299
YOR365C,5300
YOR366W,5301
SCP1,5302
RAD17,5303
RPS12,5304
MRS6,5305
GPB1,5306
NDD1,5307
NUD1,5308
ALD4,5309
GDH1,5310
YOR376W,5311
ATF1,5312
AMF1,5313
YOR379C,5314
RDR1,5315
FRE3,5316
FIT2,5317
FIT3,5318
FRE5,5319
YOR385W,5320
PHR1,5321
YOR387C,5322
FDH1,5323
YOR389W,5324
FEX1,5325
HSP33,5326
YOR392W,5327
ERR1,5328
PAU21,5329
YRF1-7,5330
PAU22,5331
ERR2,5332
HSP32,5333
FEX2,5334
YPL278C,5335
YPL277C,5336
SAM3,5337
SAM4,5338
PBI1,5339
ATP15,5340
MDL2,5341
KAR9,5342
PLC1,5343
ACM1,5344
DIM1,5345
DIP5,5346
YPL264C,5347
KEL3,5348
FUM1,5349
YPL261C,5350
CUB1,5351
APM1,5352
THI21,5353
YPL257W,5354
CLN2,5355
BBP1,5356
HFI1,5357
VIK1,5358
YAH1,5359
YPL251W,5360
ATG41,5361
RPL36B,5362
GYP5,5363
GAL4,5364
YPL247C,5365
RBD2,5366
YPL245W,5367
HUT1,5368
SRP68,5369
IQG1,5370
CIN2,5371
HSP82,5372
YAR1,5373
YPL238C,5374
SUI3,5375
ENV7,5376
RVB2,5377
VMA11,5378
NSL1,5379
SSO1,5380
FAS2,5381
USV1,5382
YPL229W,5383
CET1,5384
ALG5,5385
NEW1,5386
YPL225W,5387
MMT2,5388
GRE1,5389
FMP40,5390
FLC1,5391
RPL1A,5392
PCL8,5393
SAR1,5394
BMS1,5395
YPL216W,5396
CBP3,5397
THI6,5398
LEA1,5399
PUS1,5400
NIP7,5401
SRP72,5402
IPL1,5403
RKM1,5404
TYW1,5405
PGC1,5406
YPL205C,5407
HRR25,5408
TPK2,5409
AFT2,5410
YIG1,5411
CSM4,5412
YPL199C,5413
RPL7B,5414
YPL197C,5415
OXR1,5416
APL5,5417
DDC1,5418
RSA1,5419
PRM3,5420
YPL191C,5421
NAB3,5422
GUP2,5423
POS5,5424
MF(ALPHA)1,5425
UIP4,5426
YPL185W,5427
MRN1,5428
RTC6,5429
RTT10,5430
YPL182C,5431
CTI6,5432
TCO89,5433
PPQ1,5434
CBC2,5435
CUP9,5436
TRE1,5437
SPT14,5438
NIP100,5439
MRPL40,5440
COX10,5441
OYE3,5442
DAP1,5443
MEX67,5444
MRX4,5445
REV3,5446
ATG29,5447
SET6,5448
MLH3,5449
SVS1,5450
YPL162C,5451
BEM4,5452
CDC60,5453
PET20,5454
AIM44,5455
TGS1,5456
PRM4,5457
KIP2,5458
PEP4,5459
RAD53,5460
RRD2,5461
PRP46,5462
YPL150W,5463
ATG5,5464
PPT2,5465
PXA1,5466
NOP53,5467
KES1,5468
POC4,5469
RPL33A,5470
YPL142C,5471
FRK1,5472
MKK2,5473
UME1,5474
SPP1,5475
GIP3,5476
YPL136W,5477
ISU1,5478
ODC1,5479
RDS2,5480
COX11,5481
RPL5,5482
SPO19,5483
TAF14,5484
TBF1,5485
HHO1,5486
NAN1,5487
KAP120,5488
SPC29,5489
RNY1,5490
TFB2,5491
MEI5,5492
VPS30,5493
DBP1,5494
MRP51,5495
IDI1,5496
HOS3,5497
BEM3,5498
YPL114W,5499
YPL113C,5500
PEX25,5501
CAR1,5502
GDE1,5503
MCO76,5504
YPL108W,5505
DPC25,5506
SSE1,5507
SYH1,5508
MSD1,5509
FMP30,5510
YPL102C,5511
ELP4,5512
ATG21,5513
INA17,5514
MGR2,5515
MSY1,5516
PNG1,5517
EEB1,5518
SEC62,5519
NOG1,5520
SSU1,5521
GLR1,5522
RPS6A,5523
RLM1,5524
YPL088W,5525
YDC1,5526
ELP3,5527
SEC16,5528
BRO1,5529
SEN54,5530
MOT1,5531
RPS9A,5532
YPL080C,5533
RPL21B,5534
ATP4,5535
YPL077C,5536
GPI2,5537
GCR1,5538
YTA6,5539
YPL073C,5540
UBP16,5541
YPL071C,5542
MUK1,5543
BTS1,5544
YPL068C,5545
HTC1,5546
RGL1,5547
VPS28,5548
CWC27,5549
TIM50,5550
YPL062W,5551
ALD6,5552
MFM1,5553
GRX5,5554
PDR12,5555
SUR1,5556
LCL1,5557
LGE1,5558
LEE1,5559
KTR6,5560
OAZ1,5561
ARL3,5562
MNN9,5563
DIG1,5564
CAM1,5565
SGF11,5566
ELC1,5567
VPS16,5568
YPL044C,5569
NOP4,5570
SSN3,5571
MRX11,5572
ISM1,5573
YPL039W,5574
MET31,5575
EGD1,5576
PMA2,5577
YPL035C,5578
YPL034W,5579
SRL4,5580
SVL3,5581
PHO85,5582
TRM44,5583
SUV3,5584
ERG10,5585
SMA1,5586
SKS1,5587
YPL025C,5588
RMI1,5589
MET12,5590
RAD1,5591
ECM23,5592
ULP1,5593
VTC3,5594
CTF19,5595
IRC15,5596
SWI1,5597
HST2,5598
CIP1,5599
MRPS16,5600
RRP12,5601
TAF3,5602
RET3,5603
RQC2,5604
CHL1,5605
TFC8,5606
NCR1,5607
AEP3,5608
LSP1,5609
ULA1,5610
SNF8,5611
HAT1,5612
CIT3,5613
PDH1,5614
YPR002C-A,5615
YPR003C,5616
AIM45,5617
HAL1,5618
ICL2,5619
REC8,5620
HAA1,5621
SUT2,5622
RPA135,5623
YPR011C,5624
YPR012W,5625
CMR3,5626
YPR014C,5627
YPR015C,5628
TIF6,5629
YPR016W-A,5630
DSS4,5631
RLF2,5632
MCM4,5633
ATP20,5634
AGC1,5635
SDD4,5636
EAF3,5637
YME1,5638
CCL1,5639
ATH1,5640
YPR027C,5641
YOP1,5642
APL4,5643
CSR2,5644
NTO1,5645
SRO7,5646
HTS1,5647
ARP7,5648
GLN1,5649
VMA13,5650
ERV2,5651
YPR038W,5652
YPR039W,5653
TIP41,5654
TIF5,5655
PUF2,5656
RPL43A,5657
YPR044C,5658
THP3,5659
MCM16,5660
MSF1,5661
TAH18,5662
ATG11,5663
YPR050C,5664
MAK3,5665
NHP6A,5666
YPR053C,5667
SMK1,5668
SEC8,5669
TFB4,5670
BRR1,5671
YMC1,5672
YPR059C,5673
ARO7,5674
JID1,5675
FCY1,5676
YPR063C,5677
YPR064W,5678
ROX1,5679
UBA3,5680
ISA2,5681
HOS1,5682
SPE3,5683
MED1,5684
YPR071W,5685
NOT5,5686
LTP1,5687
TKL1,5688
YPR074W-A,5689
OPY2,5690
YPR076W,5691
YPR077C,5692
YPR078C,5693
MRL1,5694
TEF1,5695
GRS2,5696
DIB1,5697
MDM36,5698
YPR084W,5699
ASA1,5700
SUA7,5701
VPS69,5702
SRP54,5703
YPR089W,5704
YPR090W,5705
NVJ2,5706
YPR092W,5707
ASR1,5708
RDS3,5709
SYT1,5710
YPR096C,5711
YPR097W,5712
TMH18,5713
YPR099C,5714
MRPL51,5715
SNT309,5716
RPL11A,5717
PRE2,5718
FHL1,5719
COG4,5720
ISR1,5721
YTH1,5722
RPN7,5723
GLD1,5724
RPC40,5725
DBF20,5726
MRD1,5727
PIS1,5728
YPR114W,5729
RGC1,5730
RRG8,5731
YPR117W,5732
MRI1,5733
CLB2,5734
CLB5,5735
THI22,5736
AXL1,5737
YPR123C,5738
CTR1,5739
YLH47,5740
YPR126C,5741
YPR127W,5742
ANT1,5743
SCD6,5744
YPR130C,5745
NAT3,5746
RPS23B,5747
SPN1,5748
TOM5,5749
MSS18,5750
CTF4,5751
YPR136C,5752
RRP9,5753
MEP3,5754
LOA1,5755
TAZ1,5756
KAR3,5757
YPR142C,5758
RRP15,5759
NOC4,5760
ASN1,5761
YPR146C,5762
YPR147C,5763
YPR148C,5764
NCE102,5765
YPR150W,5766
SUE1,5767
URN1,5768
24-May,5769
PIN3,5770
NCA2,5771
TPO3,5772
TDA6,5773
CUR1,5774
KRE6,5775
GPH1,5776
SGV1,5777
ORC4,5778
TIF3,5779
MMS1,5780
RHO1,5781
MRP2,5782
MET16,5783
NUT2,5784
JIP5,5785
YPR170C,5786
BSP1,5787
YPR172W,5788
VPS4,5789
YPR174C,5790
DPB2,5791
BET2,5792
YPR177C,5793
PRP4,5794
HDA3,5795
AOS1,5796
SEC23,5797
SMX3,5798
DPM1,5799
GDB1,5800
ATG13,5801
PZF1,5802
RPO26,5803
MLC2,5804
SKI3,5805
RPC82,5806
QCR2,5807
AQY1,5808
HPA2,5809
OPT2,5810
YPR195C,5811
YPR196W,5812
YPR197C,5813
SGE1,5814
ARR1,5815
ARR2,5816
ARR3,5817
YPR202W,5818
YPR203W,5819
Q0010,5820
Q0017,5821
Q0032,5822
COX1,5823
AI1,5824
AI2,5825
AI3,5826
AI4,5827
AI5_ALPHA,5828
AI5_BETA,5829
ATP8,5830
HED1,5831
RAF1,5832
REP1,5833
REP2,5834
ATP6,5835
Q0092,5836
COB,5837
BI2,5838
BI3,5839
BI4,5840
OLI1,5841
VAR1,5842
Q0142,5843
Q0143,5844
Q0144,5845
SCEI,5846
Q0182,5847
COX2,5848
Q0255,5849
COX3,5850
Q0297,5851
GDH3,5852
BDH2,5853
BDH1,5854
ECM1,5855
CNE1,5856
YAL056C-A,5857
GPB2,5858
PEX22,5859
ACS1,5860
FLC2,5861
OAF1,5862
AIM2,5863
GEM1,5864
SPC72,5865
BOL3,5866
YAL045C,5867
BOL1,5868
GCV3,5869
PTA1,5870
YAL042C-A,5871
ERV46,5872
CDC24,5873
CLN3,5874
CYC3,5875
CDC19,5876
YAL037W,5877
RBG1,5878
FUN12,5879
YAL034C-B,5880
MTW1,5881
FUN19,5882
POP5,5883
PRP45,5884
GIP4,5885
SNC1,5886
MYO4,5887
FRT2,5888
SAW1,5889
DRS2,5890
MAK16,5891
LTE1,5892
PMT2,5893
FUN26,5894
CCR4,5895
ATS1,5896
FUN30,5897
LDS1,5898
PSK1,5899
TPD3,5900
NTG1,5901
SYN8,5902
DEP1,5903
CYS3,5904
SWC3,5905
MDM10,5906
SPO7,5907
FUN14,5908
ERP2,5909
SSA1,5910
YAL004W,5911
EFB1,5912
VPS8,5913
TFC3,5914
NUP60,5915
ERP1,5916
SWD1,5917
RFA1,5918
SEN34,5919
BUD14,5920
ADE1,5921
KIN3,5922
CDC15,5923
PAU7,5924
YAR023C,5925
UIP3,5926
YAR028W,5927
YAR029W,5928
YAR030C,5929
PRM9,5930
MST28,5931
YAT1,5932
SWH1,5933
OSH1,5934
YAR047C,5935
FLO1,5936
YAR053W,5937
YAR060C,5938
YAR064W,5939
YAR066W,5940
YAR068W,5941
YAR069C,5942
YAR070C,5943
PHO11,5944
IMD1,5945
YAR075W,5946
YBL113C,5947
YBL112C,5948
YBL111C,5949
YBL109W,5950
PAU9,5951
YBL108W,5952
YBL107W-A,5953
MIX23,5954
SRO77,5955
PKC1,5956
SEA4,5957
RTG3,5958
SFT2,5959
ECM21,5960
YBL100C,5961
ATP1,5962
BNA4,5963
BRN1,5964
YBL096C,5965
MRX3,5966
YBL094C,5967
ROX3,5968
RPL32,5969
SCS22,5970
MAP2,5971
MRP21,5972
AVT5,5973
TEL1,5974
RPL23A,5975
YBL086C,5976
BOI1,5977
CDC27,5978
YBL083C,5979
ALG3,5980
YBL081W,5981
PET112,5982
NUP170,5983
ATG8,5984
YBL077W,5985
ILS1,5986
SSA3,5987
AAR2,5988
YBL073W,5989
RPS8A,5990
KTI11,5991
YBL071C,5992
YBL070C,5993
AST1,5994
PRS4,5995
UBP13,5996
SEF1,5997
YBL065W,5998
PRX1,5999
KIP1,6000
YBL062W,6001
SKT5,6002
YEL1,6003
CMC2,6004
IAI11,6005
SHP1,6006
PTH2,6007
PTC3,6008
YBL055C,6009
TOD6,6010
YBL053W,6011
SAS3,6012
PIN4,6013
SEC17,6014
MOH1,6015
RRT1,6016
EDE1,6017
PSY4,6018
COR1,6019
YBL044W,6020
ECM13,6021
FUI1,6022
PRE7,6023
ERD2,6024
URA7,6025
MRPL16,6026
APL3,6027
YBL036C,6028
POL12,6029
STU1,6030
RIB1,6031
HEK2,6032
SHE1,6033
PET9,6034
YBL029C-A,6035
YBL029W,6036
YBL028C,6037
RPL19B,6038
LSM2,6039
RRN10,6040
NCL1,6041
MCM2,6042
PIM1,6043
HAP3,6044
RFT1,6045
APN2,6046
POP8,6047
PEP1,6048
FUS3,6049
ACH1,6050
RRN6,6051
FMT1,6052
YBL012C,6053
SCT1,6054
YBL010C,6055
ALK2,6056
HIR1,6057
SLA1,6058
LDB7,6059
PDR3,6060
UTP20,6061
HTA2,6062
HTB2,6063
ECM15,6064
NTH2,6065
RER2,6066
COQ1,6067
GPI18,6068
RCR1,6069
UGA2,6070
DSF2,6071
FLR1,6072
HHF1,6073
HHT1,6074
IPP1,6075
YBR012C,6076
YBR013C,6077
GRX7,6078
MNN2,6079
YBR016W,6080
KAP104,6081
GAL7,6082
GAL10,6083
GAL1,6084
FUR4,6085
POA1,6086
CHS3,6087
SCO2,6088
OLA1,6089
ETR1,6090
YBR027C,6091
YPK3,6092
CDS1,6093
RKM3,6094
RPL4A,6095
YBR032W,6096
EDS1,6097
HMT1,6098
PDX3,6099
CSG2,6100
SCO1,6101
CHS2,6102
ATP3,6103
FIG1,6104
FAT1,6105
CST26,6106
QDR3,6107
TCM62,6108
GIP1,6109
ZTA1,6110
FMP23,6111
RPS11B,6112
REB1,6113
REG2,6114
YBR051W,6115
RFS1,6116
YBR053C,6117
YRO2,6118
PRP6,6119
YBR056W,6120
MUM2,6121
UBP14,6122
TSC3,6123
AKL1,6124
ORC2,6125
TRM7,6126
YBR062C,6127
YBR063C,6128
YBR064W,6129
ECM2,6130
NRG2,6131
TIP1,6132
BAP2,6133
TAT1,6134
ALG14,6135
YBR071W,6136
HSP26,6137
RDH54,6138
PFF1,6139
YBR075W,6140
ECM8,6141
SLM4,6142
ECM33,6143
RPG1,6144
SEC18,6145
SPT7,6146
UBC4,6147
TEC1,6148
MIS1,6149
RPL19A,6150
AAC3,6151
YBR085C-A,6152
IST2,6153
RFC5,6154
POL30,6155
KHA1,6156
TOK1,6157
SRS2,6158
GWT1,6159
DPB11,6160
SIP4,6161
ARG3,6162
TRL1,6163
YJL086C,6164
EXO70,6165
ALY2,6166
TAX4,6167
IML2,6168
ARP4,6169
SCP160,6170
PRY1,6171
PRY3,6172
ICS3,6173
NET1,6174
YJL075C,6175
SMC3,6176
JEM1,6177
PSF2,6178
ARG2,6179
YJL070C,6180
UTP18,6181
YJL068C,6182
YJL067W,6183
MPM1,6184
DLS1,6185
YJL064W,6186
MRPL8,6187
COA3,6188
LAS21,6189
NUP82,6190
BNA3,6191
YHC3,6192
BIT61,6193
IKS1,6194
ZAP1,6195
LOG1,6196
TIM54,6197
PEP8,6198
YJL052C-A,6199
TDH1,6200
IRC8,6201
MTR4,6202
CHM7,6203
UBX6,6204
RTT101,6205
AIM22,6206
YJL045W,6207
GYP6,6208
YJL043W,6209
MHP1,6210
NSP1,6211
NUP192,6212
LOH1,6213
IRC18,6214
SNX4,6215
TAD2,6216
KAR2,6217
HCA4,6218
YJL032W,6219
BET4,6220
MAD2,6221
VPS53,6222
ECM19,6223
NFT1,6224
YKR104W,6225
SDC25,6226
YPR204W,6227
YAR009C,6228
YAL067W-A,6229
YBR182C-A,6230
YBR196C-A,6231
YBR200W-A,6232
YBR219C,6233
YBR221W-A,6234
COQ21,6235
YCL019W,6236
YBR298C-A,6237
TYC1,6238
YCL074W,6239
YCL012C,6240
YCR024C-B,6241
EGO2,6242
YCR095W-A,6243
YCR108C,6244
YDR003W-A,6245
YDR034C-D,6246
MHF2,6247
YBL005W-B,6248
PCC1,6249
YDR034C-C,6250
YDR098C-B,6251
YDR098C-A,6252
TRR4,6253
YDR170W-A,6254
YDR169C-A,6255
YDR182W-A,6256
YDR194W-A,6257
YDR210C-C,6258
YDR210W-A,6259
CSH1,6260
YDR246W-A,6261
YDR261C-C,6262
YDR316W-B,6263
YDR316W-A,6264
YDR365W-B,6265
YDR365W-A,6266
YDR524W-A,6267
LYS20,6268
YDR524C-B,6269
YER160C,6270
YEL076C,6271
IMP2',6272
YEL076C-A,6273
YER053C-A,6274
YER078W-A,6275
YER138C,6276
YER137C-A,6277
YER159C-A,6278
YER175W-A,6279
YER188C-A,6280
YFL002W-A,6281
YGR161C-D,6282
YFL041W-A,6283
YGL007C-A,6284
MIN10,6285
YGL006W-A,6286
YGR027W-B,6287
YGR038C-A,6288
YGL188C-A,6289
SOE1,6290
YGR038C-B,6291
YAR010C,6292
YGL041C-B,6293
YGR027W-A,6294
YGR035W-A,6295
IMT3,6296
YGR109W-B,6297
YGR109W-A,6298
YGR121W-A,6299
FLP1,6300
YGR146C-A,6301
YGR161C-C,6302
LSO2,6303
YGR204C-A,6304
HSX1,6305
SUF10,6306
YGR240C-A,6307
YHL009W-B,6308
YHL048C-A,6309
YHL015W-A,6310
YHL009W-A,6311
YHR007C-A,6312
YHR022C-A,6313
YHR050W-A,6314
IMT2,6315
YHR086W-A,6316
YHR175W-A,6317
NBL1,6318
YHR212W-A,6319
YHR213W-A,6320
YIR021W-A,6321
YIL134C-A,6322
YJL136W-A,6323
YIL082W-A,6324
YIL046W-A,6325
CMI7,6326
YIR018C-A,6327
YJR027W,6328
YJR028W,6329
DPI8,6330
MCO6,6331
YJL113W,6332
YJL114W,6333
LSO1,6334
IMT1,6335
YJR026W,6336
YLR157W-C,6337
YJR112W-A,6338
YJR151W-A,6339
YLR157W-A,6340
YLR157C-B,6341
YKL183C-A,6342
YLR157C-C,6343
YKL096C-B,6344
YKL068W-A,6345
YLR156C-A,6346
LYS21,6347
YLL006W-A,6348
YLL066W-B,6349
YLR154W-E,6350
YLR154W-F,6351
YLR035C-A,6352
TAR1,6353
YLR154W-B,6354
HSK3,6355
YLR154C-H,6356
YLR154C-G,6357
YLR157C-A,6358
RRT15,6359
YLR227W-B,6360
CDC65,6361
YLR227W-A,6362
YLR256W-A,6363
YLR264C-A,6364
YLR285C-A,6365
DPA10,6366
YLR312C-B,6367
YLR342W-A,6368
YLR361C-A,6369
EMT5,6370
EMT3,6371
YLR406C-A,6372
YLR410W-A,6373
YML045W,6374
ERI1,6375
YLR466C-B,6376
YMR001C-A,6377
YML100W-A,6378
YML054C-A,6379
YML039W,6380
TRN1,6381
YML040W,6382
YMR030W-A,6383
YMR045C,6384
YSF3,6385
YMR105W-A,6386
GIP2,6387
YMR175W-A,6388
MIN3,6389
CMC4,6390
YMR230W-A,6391
YMR242W-A,6392
YMR247W-A,6393
YMR272W-B,6394
YMR315W-A,6395
YNL277W-A,6396
YNL284C-A,6397
VMA9,6398
YNL284C-B,6399
YNL146C-A,6400
EMT2,6401
DGR1,6402
YNL097C-A,6403
YNL067W-B,6404
YNL054W-A,6405
SLO1,6406
YNL042W-B,6407
KSH1,6408
YOL103W-B,6409
YNR075C-A,6410
YOL164W-A,6411
YOL155W-A,6412
YOL166W-A,6413
YOL103W-A,6414
YOL097W-A,6415
EMT1,6416
YOL038C-A,6417
MIP6,6418
YOL019W-A,6419
YOL013W-B,6420
YOR011W-A,6421
MCO10,6422
YOR032W-A,6423
YOR072W-B,6424
YOR142W-B,6425
YOR142W-A,6426
YOR161C-C,6427
YOR192C-A,6428
YOR343W-B,6429
YOR293C-A,6430
YOR316C-A,6431
YOR343W-A,6432
YOR376W-A,6433
YOR381W-A,6434
YOR394C-A,6435
YRF1-8,6436
YPL257W-A,6437
IMT4,6438
YPL257W-B,6439
YPR158C-D,6440
COA2,6441
YPL152W-A,6442
YPL119C-A,6443
YPL060C-A,6444
YPL038W-A,6445
SPO24,6446
YPR108W-A,6447
YPR137C-B,6448
YPR137C-A,6449
SUF1,6450
YPR158C-C,6451
YPR158W-A,6452
YAL016C-B,6453
YAL063C-A,6454
YAL037C-A,6455
TRT2,6456
YAR035C-A,6457
YBL005W-A,6458
YBR012W-A,6459
YBL101W-A,6460
YBL071C-B,6461
YBL039W-A,6462
YBR196C-B,6463
MNC1,6464
YBR072C-A,6465
YJL077W-B,6466
EMT4,6467
YJL047C-A,6468
tA(AGC)D,6469
AAP1,6470
SUF11,6471
SUF16,6472
SUF17,6473
SUF2,6474
SUF20,6475
SUF3,6476
SUF4,6477
SUF5,6478
SUF6,6479
SUF7,6480
SUF8,6481
SUF9,6482
SUP11,6483
SUP17,6484
SUP19,6485
SUP2,6486
SUP3,6487
SUP4,6488
SUP5,6489
SUP51,6490
SUP53,6491
SUP54,6492
SUP56,6493
SUP6,6494
SUP61,6495
SUP7,6496
SUP8,6497
SUS1,6498
YBL008W-A,6499
YBL101W-B,6500
YBL101W-C,6501
YBR012W-B,6502
YCL020W,6503
YDR210C-D,6504
YDR210W-B,6505
YDR261C-D,6506
YDR261W-A,6507
YDR261W-B,6508
YFL002W-B,6509
YGR161W-A,6510
YGR161W-B,6511
YGR161W-C,6512
YGR174W-A,6513
YHR213W-B,6514
YHR214C-B,6515
YHR214C-C,6516
YHR214C-D,6517
YHR214C-E,6518
YJR029W,6519
YLR159C-A,6520
YLR410W-B,6521
YLR412C-A,6522
YML045W-A,6523
YMR046C,6524
YMR050C,6525
YMR051C,6526
YNL054W-B,6527
YOR034C-A,6528
YOR192C-B,6529
YOR192C-C,6530
YPR158W-B,6531
YPR159C-A,6532
tA(AGC)F,6533
tA(AGC)G,6534
tA(AGC)H,6535
tA(AGC)J,6536
tA(AGC)K1,6537
tA(AGC)K2,6538
tA(AGC)L,6539
tA(AGC)M1,6540
tA(AGC)M2,6541
tA(AGC)P,6542
TGA1,6543
tA(UGC)E,6544
tA(UGC)G,6545
tA(UGC)L,6546
tA(UGC)O,6547
tA(UGC)Q,6548
tC(GCA)B,6549
tC(GCA)G,6550
tC(GCA)P1,6551
tC(GCA)P2,6552
tC(GCA)Q,6553
tD(GUC)B,6554
tD(GUC)D,6555
tD(GUC)G1,6556
tD(GUC)G2,6557
tD(GUC)I1,6558
tD(GUC)I2,6559
tD(GUC)J1,6560
tD(GUC)J2,6561
tD(GUC)J3,6562
tD(GUC)J4,6563
tD(GUC)K,6564
tD(GUC)L1,6565
tD(GUC)L2,6566
tD(GUC)M,6567
tD(GUC)N,6568
tD(GUC)O,6569
tD(GUC)Q,6570
tE(CUC)D,6571
tE(CUC)I,6572
tE(UUC)B,6573
tE(UUC)C,6574
tE(UUC)E1,6575
tE(UUC)E2,6576
tE(UUC)E3,6577
tE(UUC)G2,6578
tE(UUC)G3,6579
tE(UUC)I,6580
tE(UUC)J,6581
tE(UUC)K,6582
tE(UUC)L,6583
tE(UUC)M,6584
tE(UUC)P,6585
tE(UUC)Q,6586
tF(GAA)B,6587
tF(GAA)D,6588
tF(GAA)F,6589
tF(GAA)G,6590
tF(GAA)H1,6591
tF(GAA)H2,6592
tF(GAA)M,6593
tF(GAA)N,6594
tF(GAA)P1,6595
tF(GAA)P2,6596
tF(GAA)Q,6597
tG(GCC)B,6598
tG(GCC)D1,6599
tG(GCC)D2,6600
tG(GCC)E,6601
tG(GCC)F2,6602
tG(GCC)G1,6603
tG(GCC)G2,6604
tG(GCC)J1,6605
SUF23,6606
tG(GCC)M,6607
tG(GCC)O1,6608
tG(GCC)P1,6609
tG(GCC)P2,6610
tG(UCC)Q,6611
tH(GUG)E1,6612
tH(GUG)E2,6613
tH(GUG)G1,6614
tH(GUG)G2,6615
tH(GUG)H,6616
tH(GUG)K,6617
tH(GUG)M,6618
tH(GUG)Q,6619
tI(AAU)B,6620
tI(AAU)D,6621
tI(AAU)E1,6622
tI(AAU)E2,6623
tI(AAU)G,6624
tI(AAU)I1,6625
tI(AAU)I2,6626
tI(AAU)L1,6627
tI(AAU)L2,6628
tI(AAU)N1,6629
tI(AAU)N2,6630
tI(AAU)P1,6631
tI(AAU)P2,6632
tI(GAU)Q,6633
tI(UAU)D,6634
tI(UAU)L,6635
tK(CUU)C,6636
tK(CUU)D1,6637
tK(CUU)D2,6638
tK(CUU)E1,6639
tK(CUU)E2,6640
tK(CUU)F,6641
tK(CUU)G1,6642
tK(CUU)G2,6643
tK(CUU)G3,6644
tK(CUU)I,6645
tK(CUU)J,6646
tK(CUU)K,6647
tK(CUU)M,6648
tK(UUU)D,6649
tK(UUU)G1,6650
tK(UUU)G2,6651
tK(UUU)K,6652
tK(UUU)L,6653
tK(UUU)O,6654
tK(UUU)P,6655
tK(UUU)Q,6656
tL(CAA)D,6657
tL(CAA)G1,6658
tL(CAA)G3,6659
tL(CAA)K,6660
tL(CAA)L,6661
tL(CAA)M,6662
tL(CAA)N,6663
tL(GAG)G,6664
tL(UAA)B1,6665
tL(UAA)B2,6666
tL(UAA)D,6667
tL(UAA)K,6668
tL(UAA)L,6669
tL(UAA)N,6670
tL(UAA)Q,6671
tL(UAG)J,6672
tL(UAG)L1,6673
tL(UAG)L2,6674
tM(CAU)C,6675
tM(CAU)Q1,6676
tM(CAU)Q2,6677
tN(GUU)C,6678
tN(GUU)F,6679
tN(GUU)G,6680
tN(GUU)K,6681
tN(GUU)L,6682
tN(GUU)N1,6683
tN(GUU)N2,6684
tN(GUU)O1,6685
tN(GUU)O2,6686
tN(GUU)P,6687
tN(GUU)Q,6688
tP(UGG)L,6689
tP(UGG)N1,6690
tP(UGG)N2,6691
tP(UGG)O1,6692
tP(UGG)O3,6693
tP(UGG)Q,6694
tQ(UUG)B,6695
tQ(UUG)C,6696
tQ(UUG)D1,6697
tQ(UUG)D2,6698
tQ(UUG)D3,6699
tQ(UUG)E1,6700
tQ(UUG)E2,6701
tQ(UUG)H,6702
tQ(UUG)L,6703
tQ(UUG)Q,6704
tR(ACG)D,6705
tR(ACG)E,6706
tR(ACG)J,6707
tR(ACG)K,6708
tR(ACG)L,6709
tR(ACG)O,6710
tR(ACG)Q2,6711
tR(UCU)B,6712
tR(UCU)D,6713
tR(UCU)E,6714
tR(UCU)G1,6715
tR(UCU)G2,6716
tR(UCU)G3,6717
tR(UCU)J1,6718
tR(UCU)J2,6719
tR(UCU)K,6720
tR(UCU)M1,6721
tR(UCU)M2,6722
tR(UCU)Q1,6723
tS(AGA)A,6724
tS(AGA)B,6725
tS(AGA)D1,6726
tS(AGA)D2,6727
tS(AGA)D3,6728
tS(AGA)E,6729
tS(AGA)G,6730
tS(AGA)H,6731
tS(AGA)J,6732
tS(AGA)L,6733
tS(AGA)M,6734
tS(GCU)F,6735
tS(GCU)L,6736
tS(GCU)O,6737
tS(GCU)Q1,6738
SUP16,6739
tS(UGA)Q2,6740
tT(AGU)B,6741
tT(AGU)C,6742
tT(AGU)D,6743
tT(AGU)H,6744
tT(AGU)I1,6745
tT(AGU)I2,6746
tT(AGU)J,6747
tT(AGU)N1,6748
tT(AGU)N2,6749
tT(AGU)O1,6750
tT(AGU)O2,6751
tT(UGU)G1,6752
tT(UGU)G2,6753
tT(UGU)H,6754
tT(UGU)P,6755
tT(UGU)Q1,6756
tT(XXX)Q2,6757
tV(AAC)E1,6758
tV(AAC)E2,6759
tV(AAC)G1,6760
tV(AAC)G2,6761
tV(AAC)G3,6762
tV(AAC)H,6763
tV(AAC)J,6764
tV(AAC)K1,6765
tV(AAC)K2,6766
tV(AAC)L,6767
tV(AAC)M1,6768
tV(AAC)M2,6769
